County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
KINGS,734414,Store,JAC,JUICE BAR & GRILL CORP,JUICE BAR & GRILL,484,KINGS HWY,,,BROOKLYN,NY,11223,1000,POINT (-73.971810804 40.604095687)
DUTCHESS,130874,Store,JABC,SHOP-RITE SUPERMARKETS INC,SHOPRITE #206 POUGHKEEPSIE,1895,SOUTH RD SUITE 3B,,,POUGHKEEPSIE,NY,12601,77000,POINT (-73.920140813 41.618803563)
ST. LAWRENCE,750027,Store,JAC,MORLEY STORE LLC THE,MORLEY STORE THE,7249,COUNTY RT 27,,,CANTON,NY,13617,0,POINT (-75.199176155 44.666043122)
CAYUGA,055285,Store,JABC,ED&JEANS MARKET INC,ED&JEANS MARKET,95,ROCHESTER ST.,,,PORT BYRON,NY,13140,15000,POINT (-76.631163795 43.035889437)
QUEENS,748330,Store,JAC,MARCELINO DELI CORP,MARCELINO DELI,141-34,ROCKAWAY BLVD,,,JAMAICA,NY,11436,0,POINT (-73.798609336 40.673962203)
ERIE,142069,Store,JAC,UNIONMART INC,UNIONMART,3502,CLINTON ST,,,WEST SENECA,NY,14224,2500,POINT (-78.754244213 42.855448016)
BRONX,733869,Store,JAC,3 MMM TREE COFFEE DELI CORP,3 MMM TREE COFFEE DELI,874,MORRIS PARK AVE,,,BRONX,NY,10462,900,POINT (-73.859811646 40.846384112)
KINGS,731995,Store,JAC,M&S SMOKE SHOP&GROCERY CORP,M&S SMOKE SHOP&GROCERY,1137,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,1000,POINT (-73.957350428 40.642506848)
QUEENS,737734,Store,JAC,ROA MEAT SHOP CORP,ROA MEAT SHOP,91-05,31ST AVE,,,EAST ELMHURST,NY,11369,2000,POINT (-73.877404925 40.760272714)
MONTGOMERY,724458,Store,JAC,SOUTHSIDE BEVERAGE CENTER LLC,SOUTHSIDE BEVERAGE CENTER,1451,STATE HIGHWAY 5S,,,AMSTERDAM,NY,12010,4000,POINT (-74.208096822 42.930614493)
NEW YORK,745436,Store,JAC,SGU INC,HEAVENLY MARKET & DELI,77,3RD AVE,,,NEW YORK,NY,10003,1800,POINT (-73.988125592 40.731605138)
QUEENS,703568,Store,JAC,DANIA DELI GROCERY CORP,DANIA DELI GROCERY,145-18,111TH AVE,,,JAMAICA,NY,11435,1000,POINT (-73.799200679 40.687018149)
KINGS,741092,Store,A,US BANGLA GROCERY INC,US BANGLA GROCERY,1424,NEWKIRK AVE,,,BROOKLYN,NY,11226,0,POINT (-73.963468379 40.635332736)
KINGS,723249,Store,JAC,NEIGHBORHOOD DELI & GROCERY CORP,NEIGHBORHOOD DELI & GROCERY,326,GREENWOOD AVE,,,BROOKLYN,NY,11218,1100,POINT (-73.97794401 40.650460897)
KINGS,744820,Store,JAC,409 FOOD CORP,FOOD TOWN,409,5TH AVE,,,BROOKLYN,NY,11215,8000,POINT (-73.985373142 40.670075598)
QUEENS,632952,Store,JAC,SAIBAL GROCERY&HALAL MEAT INC,SAIBAL GROCERY,81-28,BROADWAY,,,ELMHURST,NY,11373,1200,POINT (-73.883271084 40.742959683)
MONROE,260022,Store,JABCGP,MAYERS CIDER MILL INC,MAYERS CIDER MILL,699,FIVE MILE LINE RD,,,WEBSTER,NY,14580,2400,POINT (-77.476251916 43.228172349)
ORANGE,757991,Store,JAC,SHAN FOOD MART CORP,SHAN FOOD MART,363,WINDSOR HIGHWAY,,,NEW WINDSOR,NY,12553,1200,POINT (-74.053521116 41.459822288)
KINGS,730425,Store,JACH,CHURCH AVE HOT BAGEL & DELI INC,HOT BAGEL & DELI,127,CHURCH AVE,,,BROOKLYN,NY,11218,1200,POINT (-73.978573156 40.643309625)
KINGS,728626,Store,JAC,MANGO NOSTRAND FARM MARKET CORP,MANGO NOSTRAND FARM MARKET,1887,NOSTRAND AVE,,,BROOKLYN,NY,11226,5000,POINT (-73.948170735 40.639447621)
QUEENS,743847,Store,A,FANCY VARIETIES INC,FANCY VARIETIES,168-30,HILLSIDE AVE,,,JAMAICA,NY,11432,3000,POINT (-73.793699636 40.710267956)
KINGS,615808,Store,A,BOROUGH PARK SUPERMARKET INC,B0ROUGH PK SUPERMARKET,1891,50TH ST,,,BROOKLYN,NY,11204,2000,POINT (-73.979316211 40.626517656)
NEW YORK,752111,Store,A,67 GOURMET LLC,67GOURMET.COM,194,COLUMBUS AVE,,,NEW YORK,NY,10023,0,POINT (-73.980552626 40.775313243)
KINGS,672167,Store,JAC,ZUNA 10 CORP,MR PINA FRUITS & VEGTBL,221,HAVEMEYER ST,,,BROOKLYN,NY,11211,3000,POINT (-73.958910971 40.709217955)
STEUBEN,759226,Store,JAC,DHARMANANDAN LLC,UNCLE JACKS MARKET,7,EAST AVE EXT,,,HORNELL,NY,14843,1500,POINT (-77.650280426 42.310306133)
KINGS,704443,Store,JAC,FLATBUSH FOOD MART CORP,FLATBUSH FOOD MART,1048,FLATBUSH AVE,,,BROOKLYN,NY,11226,2000,POINT (-73.958220554 40.645469013)
RENSSELAER,711332,Store,JAC,FAT ALBERTS DELI AND GROCERY INC,FAT ALBERTS DELI & GROCERY,330,2ND ST,,,TROY,NY,12180,5000,POINT (-73.694146263 42.718621577)
ORANGE,330787,Store,A,ECKERD CORP,RITE AID 10708,103,HAWKINS DR,,,MONTGOMERY,NY,12549,10000,POINT (-74.210447946 41.51130532)
DUTCHESS,738124,Store,JAC,RED HOOK PETROLEUM INC,RED HOOK PETROLEUM,3,SAINT JOHN ST,,,RED HOOK,NY,12571,1000,POINT (-73.875446158 41.995963851)
BRONX,608510,Store,JABC,CARIDAD BAKERY CAFE INC,SUGARBOY BAKERY,3071,BAILEY AVE,,,BRONX,NY,10463,2000,POINT (-73.902775605 40.877877479)
NIAGARA,704912,Store,A,BARNES & NOBLE COLLEGE BOOKSELLERS LLC,BARNES & NOBLE@NIAGARA FALLS CULINARY IN,28,OLD FALLS ST.,,,NIAGARA FALLS,NY,14303,2700,POINT (-79.062511837 43.086552174)
NEW YORK,710295,Store,JAC,501 DELI CORP,501 DELI,501,W 125TH ST,,,NEW YORK,NY,10027,2000,POINT (-73.956288609 40.813677339)
BRONX,607684,Store,JAC,LA COLONIA FOOD INC,LA COLONIA FOOD,594,MORRIS AVE,,,BRONX,NY,10451,750,POINT (-73.922126905 40.818413659)
QUEENS,741212,Store,JAC,BROADWAY GROCERY STORE INC,BROADWAY GROCERY STORE,8321,BROADWAY,,,ELMHURST,NY,11373,700,POINT (-73.879298062 40.740835625)
ERIE,141675,Store,A,CVS ALBANY LLC,CVS PHARMACY 00762,2000,KENSINGTON AVE,,,AMHERST,NY,14226,5000,POINT (-78.785133119 42.949950161)
ERIE,719629,Store,JAC,LUCKYS FOOD MARKET INC,LUCKYS FOOD MARKET,729,SYCAMORE ST.,,,BUFFALO,NY,14212,2500,POINT (-78.844377668 42.895789907)
RICHMOND,641346,Store,JAC,ALBA INTERNATIONAL FOOD CORP,ALBA INTERNATIONAL FOOD,1880,HYLAN BLVD #6,,,STATEN ISLAND,NY,10305,2000,POINT (-74.095214128 40.583247547)
BRONX,751642,Store,JAC,OCK EXOTIC DELI CORP,OCK EXOTIC DELI,732-734,ASTOR AVE,,,BRONX,NY,10467,0,POINT (-73.86610503 40.859479453)
ONEIDA,748370,Store,A,APPLEGREEN NY TRAVEL PLAZAS LLC,36022 APPLEGREEN,,MILE POST 244 E,ONEIDA SERVICE STATION,,WESTMORELAND,NY,13490,0,POINT (-75.4031523 43.1132878)
SULLIVAN,752820,Store,JAC,SID CONVENIENCE CORP,SID CONVENIENCE,1322,STATE RT 17B,,,WHITE LAKE,NY,12786,2000,POINT (-74.814042707 41.675121571)
SUFFOLK,716616,Store,JABC,MOODY MART 1 INC,BP FOOD SHOP,410,WHEELER RD,,,HAUPPAUGE,NY,11788,2800,POINT (-73.218014517 40.809913027)
ONEIDA,757344,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #217,2634,GENESEE ST,,,UTICA,NY,13502,1200,POINT (-75.27994476 43.077565349)
CHAUTAUQUA,727944,Store,JAC,REID STORES INC,CROSBYS 40077,6088,E LAKE RD,,,MAYVILLE,NY,14757,1500,POINT (-79.476789904 42.266011055)
KINGS,739530,Store,A,XING FU YUAN INC,XING FU YUAN,5802,FORT HAMILTON PKWY 1FL,,,BROOKLYN,NY,11219,900,POINT (-74.004376845 40.634091166)
NASSAU,283527,Store,JAC,AMO FOOD INC,7 ELEVEN STORE 34352A,241,GLEN COVE RD,,,CARLE PLACE,NY,11514,2700,POINT (-73.617719232 40.749948975)
SUFFOLK,473893,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #3466,140,N RESEARCH PLAZA,,,CENTRAL ISLIP,NY,11722,4000,POINT (-73.200900907 40.772854323)
ST. LAWRENCE,723267,Store,JAC,TRU NORTH PIZZA LLC,TRU NORTH PIZZA,4669,STE HWY 68,,,OGDENSBURG,NY,13669,3600,POINT (-75.357737958 44.665434344)
ONONDAGA,720738,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07869,2211,DOWNER ST,,,BALDWINSVILLE,NY,13027,3300,POINT (-76.354218003 43.15192205)
KINGS,711679,Store,JAC,BEDFORD GOURMET DELI CORP,BEDFORD GOURMET DELI,1040,CARROLL ST,,,BROOKLYN,NY,11225,1000,POINT (-73.956587591 40.667423313)
RICHMOND,714836,Store,JAC,1490 MEAT CORP,OLIVE TREE MARKETPLACE,1490,CLOVE RD,,,STATEN ISLAND,NY,10301,5000,POINT (-74.099224374 40.612176997)
BRONX,605533,Store,JAC,CEVERINO VERONICA,VC DELI GROCERY,640,E 180TH STREET,,,BRONX,NY,10457,800,POINT (-73.890376843 40.848758831)
ONONDAGA,310140,Store,JABC,WEGMANS FOOD MARKETS INC,WEGMANS 30,6789,E GENESEE ST,,,FAYETTEVILLE,NY,13066,141000,POINT (-76.053361239 43.033145956)
RICHMOND,753959,Store,JAC,AMBOYS FINEST MARKET INC,AMBOYS FINEST MARKET,6323,AMBOY ROAD,,,STATEN ISLAND,NY,10309,1500,POINT (-74.216288791 40.523263002)
KINGS,732098,Store,JAC,NATURAL FOODS TRADING INC,SUSHI 88,1080,MCDONALD AVE,,,BROOKLYN,NY,11230,100,POINT (-73.976594775 40.626712242)
BRONX,751498,Store,A,KOMEME CORP,KOMEME,4135,WHITE PLAINS RD,,,BRONX,NY,10466,0,POINT (-73.858518067 40.891736034)
KINGS,743845,Store,JAC,T K FOOD MARKET CORP,BONDOS GROCERY,78,LEE AVE,,,BROOKLYN,NY,11211,1200,POINT (-73.959734325 40.705361232)
BRONX,737009,Store,JAC,390 JACKSON DELI GROCERY CORP,390 JACKSON DELI GROCERY,390,JACKSON AVENUE,,,BRONX,NY,10454,0,POINT (-73.910500032 40.80890921)
KINGS,731242,Store,JAC,FIRST STOP GROCERY #3 INC,FIRST STOP GROCERY #3,1094,HANCOCK STREET,,,BROOKLYN,NY,11221,1200,POINT (-73.91394424 40.68926693)
MONROE,744391,Store,JAC,SAN FILLIPO DEBBIE,CLEAN CHEATS FUNCT FD,206,OAK ST,,,EAST ROCHESTER,NY,14445,1000,POINT (-77.485421634 43.118386685)
BRONX,749945,Store,JAC,1930 BARTOW AVE PETROLEUM LLC,BP,1930,BARTOW AVE,,,BRONX,NY,10469,1500,POINT (-73.833347547 40.867846688)
ONTARIO,320242,Store,A,DOLGEN NEW YORK LLC,DOLLAR GNRL STORE#11122,2733,ST RT 96,,,CLIFTON SPRINGS,NY,14432,4500,POINT (-77.138469516 42.969817828)
NASSAU,724081,Store,JAC,TARGET CORP,TARGET STORE T-3237,1730,HEMPSTEAD TPKE,,,ELMONT,NY,11003,0,POINT (-73.70379769 40.70910547)
CLINTON,090229,Store,A,DEYO RUFUS C JR,ST ARMANDS SERVICE,7826,RT 9N,,,PLATTSBURGH,NY,12901,800,POINT (-73.45762 44.70149)
QUEENS,634411,Store,JAC,OLYMPIC THREE INC,DUNKIN DONUTS,59-51,QUEENS MIDTOWN EXPWY,,,MASPETH,NY,11378,1500,POINT (-73.906903692 40.72810255)
KINGS,619842,Store,JAC,RAMOS ESTEBAN R,STEVENS DELI & GROCERY,3924,7TH AVE,,,BROOKLYN,NY,11232,1500,POINT (-74.00013426 40.648206626)
NASSAU,283415,Store,JAC,BOLLA OPERATING LI CORP,KINGS UNIONDALE SUPER PUMPER,1220,HEMPSTEAD TPKE,,,UNIONDALE,NY,11553,1800,POINT (-73.59017194 40.718633891)
ST. LAWRENCE,400168,Store,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS 1,17,CLINTON ST,,,GOUVERNEUR,NY,13642,11000,POINT (-75.469787659 44.335704648)
SUFFOLK,732352,Store,JAC,QUICKCHEK CORPORATION,QUICKCHEK #169,1147,SUNRISE HWY,,,COPIAGUE,NY,11726,5400,POINT (-73.406012558 40.689489637)
QUEENS,638775,Store,JAC,WHOLESOME FOODS INC,WHOLESOME FOODS,67-05,AUSTIN ST,,,FOREST HILLS,NY,11375,1400,POINT (-73.855305619 40.724121607)
ST. LAWRENCE,405331,Store,JAC,SUSICE EUGENE P&KIM A,CORNER STORE THE,13,STATE HWY 37C,,,MASSENA,NY,13662,3500,POINT (-74.797153256 44.95479516)
KINGS,619041,Store,JAC,STILLWELL AVENUE SERVICE INC,STILLWELL AVENUE SERVCE,2620,86TH ST,,,BROOKLYN,NY,11223,3000,POINT (-73.984613239 40.596092479)
MONROE,737112,Store,A,SANA FOOD MARKET INC,SANA FOOD MARKET,1271,CLIFFORD AVE,,,ROCHESTER,NY,14621,0,POINT (-77.588356853 43.175386141)
ONONDAGA,704263,Store,JAC,SONBYRNE SALES INC,BYRNE DAIRY #55 MILTON AVE,3385,MILTON AVE,,,SYRACUSE,NY,13219,4000,POINT (-76.240550008 43.050676539)
SUFFOLK,756932,Store,JAC,RONNIES DELI & GROCERY INC,RONNIES DELI & GROCERY,58,RIVER RD,,,GREAT RIVER,NY,11739,2000,POINT (-73.15562952 40.718088732)
ONTARIO,320161,Store,JAC,DEBUCK RICHARD A,KASHONG COUNTRY STORE,5298,W LAKE RD,,,GENEVA,NY,14456,1300,POINT (-76.977848059 42.770061082)
KINGS,672046,Store,JAC,IZZY MANHATTAN DELI CORP,NASSAU FINEST DELI,183,NASSAU AVE,,,BROOKLYN,NY,11222,1500,POINT (-73.945933354 40.725494856)
QUEENS,711377,Store,A,FATIMA FOOD MART INC,FATIMA FOOD MART,21-37,21ST AVE,,,ASTORIA,NY,11105,0,POINT (-73.913589266 40.781754651)
KINGS,610640,Store,JAC,PICK QUICK FOODS INC,KEY FOOD 17,224,MCGUINNESS BLVD,,,BROOKLYN,NY,11222,30000,POINT (-73.950952522 40.729925447)
BRONX,752102,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #32473,130,E BURNSIDE AVE,,,BRONX,NY,10453,0,POINT (-73.904842918 40.852419837)
KINGS,719411,Store,A,STADIUM CONVENIENCE INC,STADIUM CONVENIENCE,604,VANDERBILT AVENUE,,,BROOKLYN,NY,11238,800,POINT (-73.968836318 40.678317901)
KINGS,614668,Store,JAC,BOLLA OPERATING CORP,KINGS MILL BP,6201,AVENUE U,,,BROOKLYN,NY,11234,1500,POINT (-73.91394885 40.615920248)
ONONDAGA,724392,Store,JAC,MMHHS INC,FOOD MART,125,E MANLIUS ST,,,EAST SYRACUSE,NY,13057,1500,POINT (-76.069679966 43.064224503)
RICHMOND,758618,Store,A,MANOR CONVENIENCE CORP,MANOR CONVENIENCE,1763,VICTORY BLVD,,,STATEN ISLAND,NY,10314,2000,POINT (-74.122355317 40.613206397)
RICHMOND,640980,Store,JAC,FRUTAS & ABARROTES MEXICO LTD,FRUTAS&ABARROTES MEXICO,54A,VICTORY BLVD,,,STATEN ISLAND,NY,10301,1000,POINT (-74.078492734 40.638201484)
OSWEGO,716221,Store,JAC,CST NEW YORK LLC,CIRCLE K 4707626,485,MAIN ST,,,PHOENIX,NY,13135,2500,POINT (-76.300518934 43.231290161)
NEW YORK,740282,Store,JAC,292 AMERICAN DELI INC,292 AMERICAN DELI,52,WEST 125TH STREET,,,NEW YORK,NY,10027,800,POINT (-73.944180363 40.807063096)
BRONX,746018,Store,JAC,ADYEL DELI GROCERY,ADYEL DELI,1410,BRONX RIVER AVE,,,BRONX,NY,10472,1900,POINT (-73.879345671 40.834038868)
QUEENS,670695,Store,JAC,SHANVI CONVENIENCE & GROCERY INC,B & B STATIONARY,111-09,QUEENS BLVD,,,FOREST HILLS,NY,11375,1500,POINT (-73.838175774 40.719209309)
QUEENS,747282,Store,JAC,STAY FRESH JUICE & SALAD BAR INC,STAY FRESH JUICE & SALAD BAR,218-11,JAMICA AVENUE,,,QUEENS VILLAGE,NY,11428,0,POINT (-73.736880642 40.718100635)
MONROE,743602,Store,A,RIDGE & PHILLIPS FOOD MART INC,RIDGE & PHILLIPS FOOD MART,1418,RIDGE RD,,,WEBSTER,NY,14580,0,POINT (-77.419674405 43.214158017)
NASSAU,281100,Store,JAC,NORTH MERRICK FRUITS INC,PATS FARMS,1142,MERRICK AVE,,,NORTH MERRICK,NY,11566,17500,POINT (-73.564595735 40.692675724)
KINGS,754741,Store,JAC,SUPERIOR STOP DELI CORP,SUPERIOR STOP DELI,1083,UTICA AVE,,,BROOKLYN,NY,11203,0,POINT (-73.929616303 40.646484061)
CHENANGO,080092,Store,A,BIGELOWS PHARMACY INC,SERVICE PHARMACY,12,S MAIN STREET,,,NEW BERLIN,NY,13411,1200,POINT (-75.33248429 42.62401512)
CATTARAUGUS,738026,Store,JAC,GO TO MEALS LLC,GO TO MEALS,801,W STATE ST,,,OLEAN,NY,14760,500,POINT (-78.438950124 42.077226486)
QUEENS,756190,Store,JAC,136 DELI INC,136 DELI & GRILL,135-33,SPRINGFIELD BOULEVARD,,,SPRINGFIELD GARDENS,NY,11413,3000,POINT (-73.754513987 40.67792458)
QUEENS,723958,Store,A,37-63 GROCERY FOOD CORP,37-63 GROCERY FOOD,37-63,88TH STREET,,,JACKSON HEIGHTS,NY,11372,1000,POINT (-73.878280834 40.748567763)
SUFFOLK,714843,Store,JAC,NORTH FORK CHOCOLATE LLC,NORTH FORK CHOCOLATE,740,MAIN RD,,,AQUEBOGUE,NY,11931,0,POINT (-72.617867148 40.947944238)
KINGS,756506,Store,JAC,KOSHER CREPERIE COMPANY INC,KOSHER CREPERIE COMPANY,800,E 91ST STREET,,,BROOKLYN,NY,11236,9000,POINT (-73.913574514 40.648112665)
WESTCHESTER,710476,Store,JAC,TASHFEEN CONVENIENCE STORE INC,TASHFEEN CONVENIENCE,153,MOUNT VERNON AVE,,,MOUNT VERNON,NY,10550,800,POINT (-73.849619302 40.913396595)
KINGS,736662,Store,JAC,GRACE FOOD & DELI CORP,GRACE FOOD & DELI,1053,BEDFORD AVE,,,BROOKLYN,NY,11216,1100,POINT (-73.954630165 40.687826709)
QUEENS,671222,Store,JAC,GRACE TREE FRUIT CORP,GRACE TREE FRUIT,415,WOODWARD AVE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.911595295 40.708501889)
WESTCHESTER,557963,Store,JABC,SAMS EAST INC,SAMS CLUB 6674,333,SAWMILL RIVER RD,,,ELMSFORD,NY,10523,108350,POINT (-73.815540613 41.065666979)
WESTCHESTER,707127,Store,JAC,JUNG HONG JIK,7 ELEVEN STORE #25986B,471,MCLEAN AVE,,,YONKERS,NY,10705,2000,POINT (-73.88254211 40.910521178)
KINGS,738574,Store,A,INVICTUS PHARMACY CORP,RED STONE PHARMACY,2749,PITKIN AVE,,,BROOKLYN,NY,11208,1500,POINT (-73.870671072 40.675718757)
ROCKLAND,738293,Store,JAC,MECCA HALAL MEAT & GROCERY INC,MECCA HALAL MEAT & GROCERY,286,N MAIN ST #1,,,SPRING VALLEY,NY,10977,1200,POINT (-74.040790263 41.125542853)
MONROE,739276,Store,JAC,FOGGY HARBOR BREWERY INC,IRON TUG BREWING,55,NORMAN ST,,,ROCHESTER,NY,14613,0,POINT (-77.651296145 43.175089463)
NASSAU,755187,Store,JAC,HN DELI AND GROCERY INC,HN DELI AND GROCERY,450,HEMPSTEAD TURNPIKE,,,ELMONT,NY,11003,1500,POINT (-73.710600694 40.708526406)
BRONX,725811,Store,JAC,681 DELI GROCERY STORE #1 INC,681 DELI GROCERY STORE #1,681,E 187TH STREET,,,BRONX,NY,10458,1200,POINT (-73.885221721 40.854552528)
LEWIS,753387,Store,A,FOOTHILLS MARKET LLC,FOOTHILLS MARKET,7713,NY-12,,,LOWVILLE,NY,13367,1000,POINT (-75.548833197 43.793705853)
OTSEGO,365321,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 351,342,MAIN ST,,,WORCESTER,NY,12197,2400,POINT (-74.731996448 42.595579262)
BRONX,749222,Store,JAC,GUN HILL GOURMET CORP,GUN HILL GOURMET,234,E GUN HILL ROAD,,,BRONX,NY,10467,0,POINT (-73.876659187 40.88003146)
WASHINGTON,530198,Store,JAC,HULETTS LANDING MARINA LLC,HULETTS LANDING MARINA,6065,LAKESIDE WAY,,,HULETTS LANDING,NY,12841,0,POINT (-73.505977663 43.644019635)
ERIE,147812,Store,JABC,WEGMANS FOOD MARKETS INC,WEGMANS 83,5275,SHERIDAN DR,,,WILLIAMSVILLE,NY,14221,126000,POINT (-78.736946983 42.976533199)
QUEENS,734907,Store,A,BOWNE GROCERY INC,BOWNE GROCERY,42-14,BOWNE STREET,,,FLUSHING,NY,11355,1200,POINT (-73.821851431 40.756753697)
WARREN,725128,Store,JAC,WILLIAMS JAMES C,UPPER HUDSON COFFEE,16,SNOWCREST,,,NORTH CREEK,NY,12853,0,POINT (-73.997145022 43.658037667)
NASSAU,280617,Store,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 569,275,PINE HOLLOW RD,,,OYSTER BAY,NY,11771,32000,POINT (-73.534379142 40.857514358)
QUEENS,743799,Store,JAC,R & B SEAFOOD SUPERMARKET INC,R & B SEAFOOD,93-17,63RD DR,,,REGO PARK,NY,11374,1500,POINT (-73.863539581 40.728512383)
KINGS,728804,Store,JAC,RENHE MARKET INC,JMART,8121,NEW UTRECH AVE,,,BROOKLYN,NY,11214,30000,POINT (-74.001380314 40.610213303)
OSWEGO,719272,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16000,8,COLUMBIA AVENUE,,,OSWEGO,NY,13126,10000,POINT (-76.475262156 43.400319542)
KINGS,756614,Store,JAC,5 STARS DELI CONVENIENCE 1 CORP,5 STARS DELI CONVENIENCE,3339,FULTON ST,,,BROOKLYN,NY,11208,0,POINT (-73.87246438 40.683714254)
ONONDAGA,704031,Store,JAC,ZOKARI HAMED,FAMILY FOOD MARKET,814,BUTTERNUT ST,,,SYRACUSE,NY,13208,3500,POINT (-76.144368675 43.062179276)
SARATOGA,410354,Store,JAC,DRAKE PETROLEUM COMPANY INC,XTRA MRT 1513,283,USHERS RD,,,CLIFTON PARK,NY,12065,1500,POINT (-73.784327243 42.904499039)
MONTGOMERY,270123,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7422,41,W MAIN ST,,,FONDA,NY,12068,6556,POINT (-74.377696418 42.954051258)
ERIE,140203,Store,A,WALGREEN EASTERN CO INC,WALGREENS #3270,2601,SHERIDAN DR,,,TONAWANDA,NY,14150,10000,POINT (-78.836871841 42.98036243)
ERIE,748008,Store,JAC,BROADWAY SEAFOOD LLC,BUFF CITY FISH & SEAFOODS,1281,E DELAVAN AVE,,,BUFFALO,NY,14215,0,POINT (-78.809363022 42.922536183)
QUEENS,758685,Store,JAC,24 7 SANDWICH SPOT CORP,24 7 SANDWICH SPOT,8718,ROCKAWAY BEACH BLVD,,,FAR ROCKAWAY,NY,11693,0,POINT (-73.812826217 40.587525419)
KINGS,738524,Store,JAC,SUPER STARLIN DELI CORP,SUPER STARLIN DELI,172,SCHENECTADY AVE,,,BROOKLYN,NY,11213,1000,POINT (-73.93362344 40.673296932)
BRONX,756094,Store,JAC,1498 GOURMET DELI CORP,1498 GOURMET DELI,1498,WESTCHESTER AVE,,,BRONX,NY,10472,1200,POINT (-73.880215461 40.82835401)
QUEENS,636385,Store,JABC,DANS SUPREME SUPERMARKETS INC,KEY FOOD 1504,153-55,CROSS ISLAND PKWY,,,WHITESTONE,NY,11357,25000,POINT (-73.809265082 40.788509082)
KINGS,753819,Store,JAC,960 STAR DELI GROCERY CORP,960 STAR DELI GROCERY,960,DEKALB AVE,,,BROOKLYN,NY,11221,0,POINT (-73.936864135 40.692944406)
QUEENS,630828,Store,JAC,CARNICERIA LAS AMERICAS INC,CARNICERIA LAS AMERICAS,45-52,46TH ST,,,WOODSIDE,NY,11377,2200,POINT (-73.919150994 40.741534005)
KINGS,670929,Store,JAC,ROCKY DELI GROCERY INC,ROCKY DELI GROCERY,590,BROADWAY,,,BROOKLYN,NY,11206,1200,POINT (-73.947324582 40.703670644)
NEW YORK,736721,Store,JAC,SUPERDURO INC,SUPERDURO SUPERMARKET,1460,SAINT NICHOLAS AVENUE,,,NEW YORK,NY,10033,2000,POINT (-73.932586431 40.850595683)
WESTCHESTER,708516,Store,JAC,CUSCATLAN GROCERY INC,CUSCATLAN GROCERY,287,SOUTH BROADWAY,,,YONKERS,NY,10705,500,POINT (-73.895879813 40.923991274)
ONONDAGA,310014,Store,JAC,ASHKAR MURAD,MIKES MARKET,423,E DIVISION ST,,,SYRACUSE,NY,13208,2500,POINT (-76.150945786 43.061587933)
SUFFOLK,737867,Store,JAC,DLM GLOBAL INC,CHOCOLOGY UNLIMITED,1099,NORTH COUNTRY ROAD,,,STONY BROOK,NY,11790,0,POINT (-73.129778222 40.920059323)
KINGS,743493,Store,JAC,EVERGREEN MOE INC,EVERGREEN MOE,1291,BROADWAY,,,BROOKLYN,NY,11221,0,POINT (-73.924207964 40.690882877)
ERIE,142997,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #8785,3231,S PARK AVE,,,LACKAWANNA,NY,14218,10000,POINT (-78.824328491 42.812031979)
SUFFOLK,474690,Store,JABC,KAUFOLD COUNTRY SHEDS AND GAZEBOS CORP,KAUFOLD COUNTRY FLORIST&FARM,724,MIDDLE COUNTRY RD.,,,RIDGE,NY,11961,1500,POINT (-72.8651721 40.900155404)
KINGS,670415,Store,JAC,EBENEZER DELI&GROCERY CORP,EBENEZER DELI&GROCERY,1401,67TH ST,,,BROOKLYN,NY,11219,900,POINT (-74.000210787 40.623431774)
BRONX,710413,Store,JAC,DIGNA DELI GROCERY CORP,PIMENTEL DELI GROCERY,3142,HEATH AVE,,,BRONX,NY,10463,0,POINT (-73.899604731 40.878637759)
BROOME,757488,Store,JAC,BANGER LALLY LLC,BANGER LALLY,338,CLINTON ST,,,BINGHAMTON,NY,13905,0,POINT (-75.936634636 42.110183723)
BRONX,600155,Store,JAC,C&G ESPINOSA FOOD INC,C&G ESPINOSA,794,COURTLANDT AVE,,,BRONX,NY,10451,1500,POINT (-73.91652486 40.822649706)
SUFFOLK,471324,Store,JAC,G&K AHUJA INC,7-ELEVEN FD STR 16202E,274,BAY SHORE RD,,,NORTH BABYLON,NY,11703,3000,POINT (-73.311111896 40.74329169)
ONTARIO,320295,Store,JAC,CASA ITALIANA INC,CASA ITALIANA,40,PARRISH ST,,,CANANDAIGUA,NY,14424,4400,POINT (-77.278030132 42.879974806)
HAMILTON,755745,Store,JAC,TIBERGUS LLC,HAMILTON MERCANTILE,1359,NYS RT 30,,,WELLS,NY,12190,1000,POINT (-74.290454888 43.394192999)
